,name,review,words,힐링,혼자,자연,액티비티,addr1,cat1,cat2,cat3
10,KT&G상상마당 대치아트홀,"장화신은 고양이 뮤지컬 재미있게 잘 봤어요.
주차 비싸요
멋있어 
공연좋아요",공연 주차 뮤지컬 장화 고양이 뮤지컬 고양이 장화 주차 공연 주차 공연 장화 고양이 뮤지컬,X,X,X,X,서울특별시 강남구 영동대로 416 (대치동),A02,A0206,A02060600
11,MEG아트홀,"학원에서 아이들 정기 연주회로 대관을 하였습니다 장소가 아담하여 프라이빗하게 하려고 했으나 학부모님이 많이오셔서 정신이없어..ㅜㅜ 너무 죄송스러웠습니다 
학원 정기연주회는..인원수를 잘보고 체크하심이..아이들 사진은 넘. 잘나왔네요!! 
소규모 연주회를 열려고 적당한 홀을 검색하다가 MEG카트홀을 찾게되었는데, 50명~60명 관객두고 공연하니까 정말 분위기 좋더라구요. 관객들도 연주자를 가까이서 볼 수 있고, 홀도 피아노 울림이 좋아서 감동이었어요. 필요한 물품들도 거의 구비되어있고, 항상 친절하게 안내해주시니 다음번에도 또 이용하려고합니다^^ 덕분에 즐거운 연주회였어요~ 관객분들도 넘 좋아하셨요♡
여러번 방문했지만 오늘은 피아노 소리가 더 좋아져서 감탄하며 연습했어요. 건반을 누르기만 해도 연주가 되는 신기한 피아노 입니다. 
구석구석 시간이 지날수록 뭐가 더 예뻐지고 있는지 사장님 손길 안간 곳이 없네요. 
오래도록 번창 하시길 바라고, 동네에 만들어주셔서 감사합니다.
여러번 방문했었지만 이제서야 리뷰를 남기네요. 

동료들이 오산에 새로 생긴 meg 아트홀에서 연주한다고 해서 몇번 공연 관람 후, 이쁘면서 소리까지 좋은 홀이구나 라는 생각이 들어 직접 사용해 보았습니다. 

다들 이 곳에서 연주하는 이유가 있더라고요.
깔끔하며 좋은 음향, 거기다 따뜻한 분위기와 친절하신 사장님까지... 

앞으로 자주 이용할게요!
아름답고 음악좋고, 향기좋고,
행복했던 기억이 가득했던 공간
가까운 곳에 편하게 오고 갈 수 있는 공연장이 생겨 기쁩니다.
코지한 공간에서 음악힐링 행복했습니다.
🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵
시설이 깨끗해서 너무 좋았어요
인테리어도 깔끔하고 감각적이어서 포토존 할 만한 장소도 많더라고요~
무엇보다도 피아노 컨디션 매우만족이었습니당 ◡̈
뷰도 막힌 곳 없이 시원하고 좋았어요~~

다음번에 한 번 더 예약하려고요 ◡̈ 

요즘같은 시기에 아기와 함께 방문하려니 위생에 굉장히 예민한 편인데,
생각했던 것보다 너무 깔끔하고 인테리어도 잘 되어 있어서 정말 좋았습니다.
클래식 음악 들으며 힐링하고 왔습니다.
조만간에 또 방문하겠습니다~!
너무너무 좋았습니다. 아이도 너무 재밌고 좋았다네요^^ 연주하시는 모습을 가까이에서, 그리고 자주 볼 수 있게 이런 공간을 만들어 주셔서 감사해요~
(공연 전에 환기랑 실내소독까지 해주셔서 더 좋았습니다.)
형님 그리고 누님들! 이 홀 정말이지 대박입니다!
 넘 어쿠스틱이 좋아요
매주 연주보고싶어요
화이팅 짱짱짱:)
학생 무대연습으로 두번째 이용~
첫날 사용 후 깜박하고 이제서야 남기네요
피아노 상태 매우 훌륭하구요, 유압식 의자 대박~
하나하나 신경 많이쓴 티가납니다~
서초동까지 왔다갔다 번거로웠는데 가까운 곳에 이런 홀이 생겨서 너무 좋네요~",홀 아이 연주 연주회 수 공연 정기 학원 자주 이 방문 번 정말 더 곳 홀 명 인테리어 다음 분위기 피아노 음악 곳 이용 관객 하나 힐링 연습 공간 번,X,X,X,O,경기도 오산시 내삼미로 93,A02,A0206,A02060600
12,SJ쿤스트할레,"회사안에 있어서 가끔 샐러드 사먹어용
복합문화공간이라서 그런지 공간이 꽤나 크고, 가끔 팝업 매장 및 대관도 하세요.

큰 화면이 눈길을 끌어요.
좋아요 
ㅎ
It is an upsacle Art Hall and alive Culture Platform for party, exhibition, show and concert.
It is a complex cultural space, made with 28 containers.

With huge scaled screen and marvelous sound, it is also urban Oasis to enjoy a coffee or tea after lunch.

It is also known as the sacred place of the figure world, second to none!

Valet parking is available for comfortable visit.
굳
젠지 행사해서 다녀왔는데 재미있었습니다.
조아요
종류는 많으나 주말에 우유빙수 안됨
굿",화면 젠 눈길 행사 빙수 우유 종류 주말 굿 매장 가끔 팝업 안 매장 회사 복합 화공 및 샐러드 대관 굿 주말 종류 우유 빙수 가끔 꽤 공간 대관 샐러드,X,X,X,X,서울특별시 강남구 언주로148길 5,A02,A0206,A02060300
13,SeMA 벙커,"좋은 
ㅈㅇ
굿",굿 굿 굿,X,X,X,X,서울특별시 영등포구 여의도동,A02,A0206,A02060500
14,가원미술관,"테이블이 넓고 맛도 좋고 분위기도 좋아요
굿
좋아여
굿
좋아요
ㅈㅇㅇ
좋아요
분위기가 좋은 커피숍입니다.
가을에 오기 좋은 곳입니다.
사장님은 친절하셨는데.. 갤러리카페라고 하기엔 볼게 넘 없고 무엇보다 커피나 음료가 가격대비 너무 별로였어요;; 아아+딸기주스=12500원 나왔는데 이 가격으로 먹을 맛은 아닌것 같아요 둘다ㅜㅜ",굿 분위기 맛 테이블 커피숍 오기 곳 가을 별로 주스 오기 가을 곳 맛 커피숍 테이블 굿 분위기 별로 볼 가격 음료 갤러리 사장 무엇 커피 카페 이 대비 볼,X,X,X,X,경기도 과천시 새빛로 24,A02,A0206,A02060500
15,가일미술관,"피자,옥수수빵이 넘 
맛있어요
굿
멋져요~♡
굿

좋아요. 
분위가 낭만적이예요.
굿
좋아요
여유와 낭만이 있는 멋진곳..빵이 맛있어 들르는 곳. 미술관도 같이 운영해요.. 아.그리고 빵은 예약하고 가야 됩니다..  나오는 시간이 있고 금방 매진됩니다. 아래 사진은 미술관 앞 조형물.",미술관 운영 가야 금방 매진 시간 예약 빵 앞 낭만 굿 빵 곳 낭만 여유 옥수수 피자 이예 분위 미술관 아래 사진 조형 물 분위 이예 앞 미술관 낭만 빵,X,X,O,O,경기도 가평군 청평면 북한강로 1549,A02,A0206,A02060500
16,가회민화박물관,"어렵지 않을까 걱정했는데 중간중간 설명 잘 해주셨어요. 집중해서 했더니 한시간이 후딱 지나갔네요^^
너무 즐거운 시간이었어요^^
한시간 반이 순식간에 지나간답니다! 가회민화박물관 채색 체험하러 주말 아침 방문했어요. 지하로 내려가면 전시장이 있고, 한켠의 탁자에서 채색 체험을 할 수 있어요.

선생님께서 처음에 어떻게 시작할지와 바림기법에 대해 설명해주시는데, 어렵지 않아서 조금 하다보면 혼자 스윽스윽 할 수 있답니다. 나무판에 하는 거라 흡수도 빠르고, 조금 실수해도 잘해보이는 효과가 있었어요ㅋ집중해서 색칠하다보니 시간이 진짜 금방 흘렀습니다. 1시간 반만에 완성!

초등학생과 같이 온 가족도 있었는데, 난이도가 높지 않아서 누구든 좋은 체험이 될 것 같아요. 재미있는 시간이었습니다!
선생님 너무 친절하시고, 꼼꼼히 지도 해주셔서 감사했습니다^^ 
민화 갤러리도 아이와 함께 이야기 나누며 볼 수 있고 너무 유익했습니다👍🏼
좋아요 ~
아이와 즐거운 시간을 가졌어요 북촌내에 있어서 끝나고 여기저기 구경다니고 맛집가기도 좋았습니다

다음에도 또 그리고 싶네요 감사합니다 ~~
미국에서온사촌동생데리고다녀왔습니다
아이가한국어로온전히의소소통이안되는데천천히도와주시면서
완성할수있도록해주셔서감사합니다
미국갈때가져간다고벌써자기짐에넣어놓고난리났어요ㅎㅎ

채험이 좋아요!
민화가 아주 좋네요!
체험이 저렴해요!
요즘 민화에 빠진 7세 아들과 체험했는데 너무 좋아하네요 ^^
선생님 께서도 친절히 설명해주시니  아이가 더 집중도 잘하고 칭찬도 많이 해주셔서 그런지 작품 완성하고 나서  뿌듯해 했어요~
소중한 추억 만들어 주셔서 감사합니다 ♡",중간 설명 걱정 시간 반 완성 체험 민화 아주 수 체험 채색 민화 가회 아침 방문 박물관 주말 온 가족 시간 아이 선생님 집중 완성 수 민화 조금 미국 반,X,X,X,X,서울특별시 종로구 북촌로 52,A02,A0206,A02060100
17,강릉시립미술관,"친절해요

가성ㅂ

좋아요
아이와 강릉 왔다면 한 번쯤 가볼만 합니다. 
볼만해요
좋아요
굿굿
좋아요 ",만해 볼 굿굿 번 강릉 아이 가성 가성 강릉 아이 번 굿굿 볼 만해 굿굿 볼 만해 아이 번 가성 강릉,X,X,X,X,강원특별자치도 강릉시 화부산로40번길 46,A02,A0206,A02060500
18,강릉자동차극장,"파묘보러갔는데 너무 좋았어요~
오랜만의 자동차극장이였는데 기분 좋았네요~
마지막 타임으로 가니까 한적하구
너무 좋았어요

처음왔는데 좋네요
요즘 영화관람료가 너무 비싸서..자동차극장으로 갔습니다. 내차에서 편하게~~차한대당 인원수 상관없이 2만원이면 되니까~~과자도 맘껏 부스럭거리고 떠들며 볼 수 있는 장점의 자동차극장입니다. 즐관람해보세요~
생각보단 작은데! 사람없을땐 좋아요~
아이랑 함께하기 편하고 좋아요
밀수 보구왔어요
영화보기 편하고 좋아요!
친절하세요 공기도 좋고 좋아요
굿",자동차극장 영화 관람 기분 만 처음 타임 마지막 요즘 료 즐 생각 관람 굿 공기 아이 사람 보기 밀수 땐 수 차 인원 부스럭 거리 장점 과자 대당 맘껏 볼,X,X,X,O,강원특별자치도 강릉시 구정면 칠성로 13-8,A02,A0206,A02061200
19,강변저류지 홍보관,커피기 저렴해서 좋아요,기 커피 기 커피 커피 기,X,X,X,X,강원특별자치도 영월군 영월읍 청령포로 133,A02,A0206,A02060300
20,강원종합박물관,"지구 박물관이라고 해도 될 것 같아요ㅎㅎㅎ 화석과 특이한 돌들도 신기했지만 한국, 중국, 일본 등 아시아 유물과 동남아, 유럽, 남미의 물건들을 한 곳에서 볼 수 있는 곳은 참 신선하고 귀하네요ㅎㅎ 직원들도 친절합니다!
빠르게는 1시간 정도 관람하고, 느긋하게 설명도 다 읽으면 3시간도 볼거 같아요. 박물관 옆에 한식당도 있어서 관람 후 점심 먹고 이동하기 좋았어요!
기념품 가게 마저도 박물관 처럼 옷, 신발, 모자, 인형, 열쇠고리 등등 백화점식이라 재밌네요ㅎㅎ
단체관광하면 어쩔수없이 가야하는 코스처럼 느껴졌네요~ 뭔가 많은데 너무 많은것 같은 느낌~
그나마 예약하고 가서 입장료 할인 받았네요
양가 부모님하고 아이랑 다녀왔는데 부모님들이 너무 좋아하셨고
아이도 공룡뼈나 중간중간 전시되어있는 동물 보면서 신기해하고 유익했어요 지금은 어려서 후다닥 지나갔지만 조금 더 커서 다시 방문한다면 너무 좋을것같아요 아빠는 다리 거동이 불편해서 중간까지 구경하다 다리아프다고 쉬셨어요 어르신들은 푹신한 운동화랑 모자나 선글라스 있으면 더 좋을것같아요 만족합니다
강원종합박물관은
인류의 역사를 한눈에 볼수 있도록
조성해놓았네요.
넖은 공간에 테마별로 잘 구성되어 있어
역사를 배울수 있겠습니다.

기회가 되면 또다시 가보고 싶네요.
많은유익한 자료들 전시물 좋아요. 동굴에안가도 종유석도보고 좋습니다. 다만 아쉬운점 세계박물관을 표방하면서 너무 중국위주의 전시물품구성. 기모노 공예물품만있네요. 그옆에  한복도 함께 전시하면 좋았을거같아요. 한.중.일 옛의복비교  이런컨셉으로.
너무 좋았어요~ 볼거리도 가득하고 또 가볼만 한것 같아요~~ 너무 멋있게 잘 해논것 같아요

아이들과 함께 갔는데 너무 좋아 했어요
알차게 잘 보고 왔어요
공룡 체험을 특히 좋아 했어요ㅎㅎㅎ

외국에 온 거 같았어요
구성 너무 알차고 넓어서 천천히 돌아보면 시간 많이 걸릴거 같아요
눈비오는 날씨였으나 평일이라 사람도 없고 해서 여기저기 자세히 구경하고 사진찍고 왔습니다
내부에 있는 식당에서 밥도 먹었어요 맛있더라구요 ㅎㅎ  삼척가시면 꼭 들러서 보고가심 좋겠네요 후회안하실거에요! 딸이랑 저는 완전 만족했어요 
기대없이 왔는데 볼거리도 많고 돌아보기도 쉽게
되어있고 아이들에게도 즐겁고 도움되는 볼거리가 많았어요 눈이와서 더욱더 운치있어 좋았고
정말 잘만들었고 한번쯤은 꼭 와볼만 하다 생각했습니다
독특한 컨셉의 박물관 입니다! 유명한 동굴 포토존 실제로
가니 그안까지 걸어다니면서 구경할수 있고 진짜 동굴에 온거 같이 신기해요! 박물관안도 다양한 나라별 전통모형이나
전시품 많아서 구경하다 보면 시간 순삭!",구경 구성 시간 테마 별로 넖 공간 의복 일 중 박물관 전시 동굴 볼거리 중국 곳 볼 물품 컨셉 것 아이 중간 박물관 보고 구경 더 부모님 모자 다리 공룡,X,X,X,X,강원특별자치도 삼척시 신기면 강원남부로 3016,A02,A0206,A02060100
21,객주문학관,직원분 정말 친절하셨고 예전 학교였던곳을 리모델링 하여 소설 객주쓰신 김주영작가님 기념관처럼 꾸며놓앗는데 좋았다. 큰 기대없이 갔는데 넓고 잘가꾸어져있었다.건물 뒷편 소나무숲과 연못도 멋있었고 한번가볼만했다. ,한번 건물 나무숲 기대 편 연못 직원 곳 객주 예전 학교 리 김주영 모델링 소설 정말 기념관 작가 예전 객주 기대 나무숲 연못 편 건물 한번 기념관 직원 소설 정말,X,X,X,X,경상북도 청송군 진보면 청송로 6359,A02,A0206,A02060300
22,갤러리 구루지,"👍
굿
😀
😁",굿 굿 굿,X,X,X,X,서울특별시 구로구 가마산로25길 21,A02,A0206,A02060500
23,갤러리 더 화,"작품 정말 멋있습니다
아기자기한 소품부터 대형 작품까지 볼거리가 많네요
갤러리 구경도 하고 머그잔도 동양미느껴지면서 동키가 귀엽네요~~",갤러리 양미 소품 동키 머그잔 볼거리 정말 구경 대형 작품 작품 대형 정말 양미 구경 머그잔 동키 갤러리 소품 볼거리 작품 볼거리 소품 갤러리 동키 머그잔 구경 양미 정말 대형,X,X,X,X,경기도 이천시 신둔면 도자예술로99번길 41,A02,A0206,A02060500
24,갤러리 마노,좋아요,,X,X,X,X,서울특별시 강남구 압구정로46길 71,A02,A0206,A02060500
25,갤러리도스,"청와대 근처에 있는 카페여서 가기 좋았어요
기분좋아지는 카페. 청귤차 맛있었습니다.
도너츠가 ㅋㅋ저렇게 나와서 당황했어요~
그래도 사장님도 친절하시고 뷰가 좋네요^^

탁트인 공간이 있어서 좋아요!
그냥 그래요 뷰가 좀 이뿐듯. 지나가다 들리기 좋음

소소히 커피 마시며 대화하기 좋은 곳이었어요! 청와대 관람 하시는 분들은 춘추문고ㅏ 가까우니 기다리시다가 가도 좋을 것 같았어요
조용하고 커피 맛있고 분위기 좋아요

굿
카페를 찾다가 생각지 못하게 처음으로 방문한 곳! 커피도 맛있고 이야기하기에 분위기도 좋네요!",커피 분위기 이야기 청귤차 대화 카페 곳 근처 가기 기분 뷰 당황 사장 탁트인 공간 도너츠 좀 그냥 청귤차 대화 카페 청와대 곳 커피 분 방문 가도 문고 굿 처음,X,X,X,X,서울특별시 종로구 삼청로7길 37 (팔판동),A02,A0206,A02060500
26,거가대교 홍보전시관,"좋으용
아주아주 좋아요 아주아주 좋아요 ㅎㅎ 
구경거리가 많아요
ㅎ

분위기가 좋아요
굿
굿
좋아요
맛이 너무 좋아요 가겍은 비싸요",거리 가겍 분위기 맛 굿 굿 맛 가겍 분위기 거리 거리 분위기 맛 가겍 굿,X,X,X,X,부산광역시 강서구 거가대로 2571,A02,A0206,A02060300
