,name,review,words,힐링,혼자,자연,액티비티,addr1,cat1,cat2,cat3
128,미르섬,"1. 대백제전 축제에서 즐거운 시간 보냈어요.
2. 미르섬이랑 공산성이랑 가까워요.
3. 미르섬에는 사계절 아름다운 꽃이 펴요.
4. 행사 직원분들 친절하시고 퀴즈 10개 중 9개 맞춰 손수건 무료로 받았어요. 🫶🏻❤️
경치가좋와요
대백제전 기간에 방문해서 체험부스도 많았고 다양한 행사와 볼거리도 많았습니다.저녁에 진행한 행사도 매우 재미있었어요! 두 번이나 봤습니다! ㅎㅎ 이번 축제기간을 통해 공주가 얼마나 지역을 잘 가꾸고 문화를 유지하려고하는지 많이 느꼈습니다 :) 공원에 꽃도 예쁘게 피어있어서 낮에 구경하는 것도 만족했어요!
대백제전 열리고 있어 산책 다녀왔습니다 
야경볼만하구 미르섬은 저녁되니 무료네요
그리고 8시 백제성왕관련 내용 뮤지컬하네요 볼거리 즐길거리 많으니 한번 가보세요 ~~
좋아요 다시 한번 꼭 갈꺼에요
대백제전  미르섬 해바라기
대백제전 좋아요
꽃이 없을때가서 좀 아쉬웠는데 그래도 곳곳에 조금씩있고 경관이 좋아요
친절해요
ㄱㄱ",제전 미르 섬 한번 꽃 저녁 볼거리 무료 길거리 꼭 행사 개 기간 축제 낮 유지 지역 문화 공주 얼마나 두 번 축제 시간 공산성 꽃 사계절 제전 행사 섬,X,X,O,X,충청남도 공주시 금벽로 368,A02,A0202,A02020700
129,미륵도 관광특구,시원하고 확트인 바다  정말 좋아요,확 바다 정말 바다 정말 확 확 정말 바다,O,X,O,X,경상남도 통영시 큰발개1길 38 (도남동),A02,A0202,A02020200
130,밀양강둔치,"밀양강따라 길게 공원이 형성되어 있네요!! 영남루에서부터 벚꽃보면서  걸으니 너무 좋으네요!! 벚꽃이 만개해서그런지 산책하는 사람들이 꽤 있었어요 !! 최근 황사가 심했는데 오늘은 날씨도좋고 너무 좋았어요 ㅎㅎ 근데 더워서 공원 끝까지는 못걸어갔네요 ㅎㅎ
밀양 영남루가 한 눈에 보여요. 
산책로도 잘 되어 있어 좋아요. 
밀양강둔치 공원
가을이라 코스모스 이쁘게 피었다.
옛날 그네를 너무 오랜만에보네요 
보존도 잘되어있고 강과 함께 그네타기 체험이 
매우 인상적이었어요
👍
👍
굿
굳
굿굿
좋앙ㆍ.ㅗ",벚꽃 산책 꽤 개 사람 형성 영남루 밀양강 공원 산책로 그네 영남루 체험 만 굿굿 보존 인상 굿 강 매우 공원 밀양강 코스모스 가을 산책로 형성 영남루 벚꽃 사람 날씨,O,X,O,X,경상남도 밀양시 삼문동,A02,A0202,A02020700
131,밀양한천 테마파크,"너무 알찬 시간이었어요!!한시간 정도 진행 했는데
눈깜짝할사이에 지나갔어요! 
아이들도 너무 재밌어 했어요!!👍🏻👍🏻
다음에는 겨울에 방문해볼려구요^^
앵갱케이크라  수제푸딩젤리 만들고왔어요^^ 
보호자 1명은 무료입장이라서 더 좋았구요
뜨겁거나 위험한건 없지만 옆에서 다 도와줄수 있기때문에 걱정없더라구요 양갱도 팔고있는 제품으로  주시는데 마니안달고 넘 맛있었어요 
체험하고 양갱도 한가득 사서 선물드리기 좋았어요

케익시트나 생크림은 미리 준비해놓으시기때문에  크게 걱정안하셔도 됩니다
아이가 너무 재미있어했어요 
스스로 설거지까지 하니 더 의욕 뿜뿜 
케이크랑 컵젤이만들었는데 
선생님도 너무 친절하시고 사진에 수료증까지 
알차게 만들고갑니다 
알찬 시간이었어요. 가까이 있으면 자주 가고 싶어요 ! 집에와서 케이크 먹어보니 맛있더라구요 !
추천합니다.
바로 앞 마중식당도 추천해요 !
아이랑 왔는데 너무 좋아해요 
케이크도 젤리바도 생각보다 훨씬 맛있어요
좋은 경험이에요
아이들이 너무 좋아했고 시설들이 다 깨끗하고 깔끔해서 아주 만족스러웠습니다. 어딜 가든 화장실 청결을 가장 중요시하는데 화장실이 정말 깨끗하구요. 베이킹 시설들도 청결하고 설명도 잘 해주셔서 좋았어요. 근데 이제 더워지는 여름이라 생크림 없이 만드는 베이킹이 있어야 할 것 같아요~
밀양에 한천이 유명해요! 아이들한테 한천이 무엇인지 접할수도 있고 만들기까지 있어 좋아요 ~ 예약 후 이용하시면 편해요~ 수료증에 사진1장 까지 챙겨줘서 좋은 추억 만들고 갑니다.
박물관 작아서 한바퀴 휙 돌고 기념품관 가서 시식하고 젤리랑 양갱이랑 애들 주스 샀는데 건강한 단맛이라 좋으네요 생각보다 저렴해서 더 좋습니다
한천박물관도 둘러보고 겨울철 밀양에서만 볼 수 있는 한천 말리는 모습도 보고 왔어요! 한천젤리, 양갱케이크 만들기는 색다른 체험이라 아이도 즐거워 했고요ㅎㅎㅎ 체험이 끝난 후에 수료증과 사진도 챙겨주시니 아이에게도 좋은 추억으로 남을 것 같아요:)
아이랑 좋은 시간 보냈어요^^ 수료증에 이름까지 똭 그리고 체험전 찰칵 사진 찍어주시고 체험 끝나니 인화까지 해주셨어요 넘 감사했어요 ㅎ 전체적으로 깔끔하고 동선도 좋고 아이도 엄마도 만족!! 또 오고 싶어요^^",아이 체험 사진 수료증 젤리 한천 케이크 양갱 만들기 추억 추천 킹 베이 시설 마중 식당 바로 앞 설명 가까이 케이크 시간 더 양갱 화장실 생크림 때문 걱정 시트 겨울,X,X,X,O,경상남도 밀양시 산내면 봉의로 58-31,A02,A0202,A02020600
132,바구스스파,"최근 디톡스프로그램 안내문자 받고 궁금해서 받았는데 좋네요^^ 금손사장님~ 페이스관리까지 해주니 더 좋아ㅋㅋㅋㅋ 매일매일 가고파~
지인 소개로 방문했습니다
디톡스 프로그램 받았는데 시원하고 개운하네요
매장도 청결하고 여러모로 만족도 높습니다
추천 이유가 있네요^^
디톡스 신세계😍
언제가도 청결하고 유쾌한사장님
얼굴관리도 너무 좋아
그냥 바구스스파는 다 좋아👍👍👍
일에 너무 치여서 몸과 맘이 지친상태 였는데 바구스 스파에서 관리 받고 매우 힐링 되었습니다
대전 출장  갔다가 검색해보고 찾아 갔는데 만족도 200%였습니다
원장님 감사합니다
다음에 또 올게요!!
 역시 추운날에는 바구스에서 따뜻한 스파와 함께 받는 마사지죠~ 
추운날에 굳어있던 몸이 아주 편하게 풀리는 거 같아요. 눈이 와서 마사지 받고 나와 티를 먹을 때의 풍경도 또 다른 힐링이 되네요 :)
오늘도 행복한 시간 감사합니다~
나만의 휴양지를 찾고 싶다면 이곳은 유토피아 🤩

시각,후각,감각을 전부 만족시키는 곳은 찾기 어려운데 
좋은 곳으로 여행을 가서 충분히 휴식하고 온 기분이에요. 
원장님도 정말 친절하시고 손길도 섬세하셔서 케어 받는 
시간 동안몸도 마음도 편안하게 푹 쉬었답니다.💆🏻‍♀️
가까웠으면 자주 다녔을텐데 거리가 멀어서 넘 아쉽네요. 
그래도 또 받으러 갈게요! 정말 감사합니다💕
시원했어요 추천합니다
오늘은 스파 마사지에 오롯이 집중해서 받아보았네요.
스파! 꼭 강추!!
1인샵이다보니 집에서 여유있게 입욕한 느낌이라 넘
좋았네요.
안에서 부터 따뜻해지는 온기 때문에 마사지가 훨씬 더 잘 받아들여지는 느낌이랄까,
그리고 몸의 정렬을 바로 잡아주는 마사지
특히 목의 경직도가 너무 잘 풀린 느낌이라
가까이 살면 진짜 주2~3회 가고싶은 곳이에요.
이런 고퀄에 이가격이라.진짜 짱~👍
넘나 힐링되는 시간이었어요~♡
1인 스파라 도심이지만 휴양지 온 기분이라 몸이 다 풀렸어요
어찌 제마음을 잘 아시는지 뭉친곳을 기가막히게 풀어주셔서 중간에 졸았네요 ㅎㅎ
너무 편안하게 잘 받고 가요
육아휴직 끝나고 회사복귀 ㅠㅠ몸은 여기저기쑤시고 동네마사지샵 검색해서 방문한곳인데 진작에 올 것 그랬네요 깨끗하고깔끔하고 샤워용품 록시땅 머선129 흔한 동네마사지샵 상상하고 갔는데 선생님도 친절,긍정👍 제대로 스트레스 풀었습니다",몸 마사지 스파 곳 날 인 마음 시간 진짜 힐링 곳 오늘 마사지 또 스파 힐링 시간 온 정말 휴양지 관리 디톡스 스파 느낌 더 사장 프로그램 만족도 몸 마사지,O,X,X,X,대전광역시 서구 원도안로207번길 41,A02,A0202,A02020300
133,바둑이네동물원,"아이들이 동물 먹이주며 넘 행복해했어요.
먹이세트를 사서
골고루 동물들 나눠줬지요.
타조, 토끼, 다람쥐 부터 코아티까지... 알에서 부화하는 메추리도 신기하고, 느리게 먹는 거북이.
그래도 최고는 강아지 먹이주며 놀기.
아이들은 시간가는 줄 모르네요.
매년 오는데 아이랑 오기 너무 좋아요! 날씨 따듯해지니깐 활동하기도 좋고 동물들도 관리 잘 되고 있어서 즐기기 좋네요!!
볼거리도 많고
아이가 직접 먹이도 줄 수 있어서 좋아요😊
주말이라 사람이 많지만, 이곳저곳 볼거리가 많아서
몰리지는 않아서 좋아요
또 재방문 하려구요 ☺️
동물과 교감할수 있는 곳이라 아이가 정말 좋아해요. 입구엔 토끼가 바로 있는데 먹이 달라고 엄청 반겨줍니다. 즐거운 시간이예요
규모는 한두시간 놀 정도는 되는 것 같아요 ㅡ 아이들은 정말 좋아했어요 ㅡ 주차장에서 돈 받고 ㅡ 동물원 따로 돈 받아서 당황^^…. 동물원관리는 잘 되어있네요. 
동물들의 친화력이 좋아요~~아이가 매우 좋아합니다~~~~
입장료에 또입장료를 내야해서 조금 아쉽지만ㅠ
아이가 좋아하니 괜찮아요
정기적으로 방문하는 곳이에요. 동물들 다양하고 관리도 잘 되어있어서 냄새도 안납니다. 다양한 먹이로 다양한 동물들이게 먹이를 줄수있고 넓은 공간에서 자유롭게 동물체험이 가능해서 일반 동물카페나 애니멀 카페보다는 이곳을 추천해요~ 
보령에 놀러오면서, 날씨가 추워져서 아이랑 실내에서 놀 수있는 곳을 찾다가 발견했는데, 40개월 아기가 엄청좋아해요! 주차도편하고 깔끔하게 관리되있네요
동물체험하기 너무 좋아요! 직원분들도 상주하시고 관리도 잘되는 느낌입니다!
아기가 강아지를 너무 좋아해서,.대천 놀러가는 길에 들렷어요. 정말 강추합니다!
강아지들도 너무 귀엽고, 깨끗하게 관리가 너무 잘되서 정말 사랑받는 강아지들이구나 싶더라구요.
강아지들이 아기들한텐 잘안가고 초딩이상?이랑 어른들에게만 가서 아직 어린 저희 아기는 눈으로 보기만햇어요! 먹이 줄 동물들도 많고, 어른들도 아이랑 즐겁게 시간 보낼수잇어요:)",강아지 관리 아기 먹이 정말 동물 어른 초딩 보기 저희 동물 아이 곳 먹이 입장료 날씨 토끼 놀 수 아기 아이 시간 동물 줄 곳 관리 정말 돈 볼거리 동물원,X,X,X,X,충청남도 보령시 성주면 성주산로 673-24,A02,A0202,A02020600
134,반포한강공원 달빛광장,"약속이 있어 이 곳에서 대중교통이용 
기온이 올라 많이 춥지않지만 바람이 추위를 느끼게 한다. 그래도 이 정도면 정신도 깨워주고 상쾌한 기분이 더 많이 든다. 쨍쨍한 해를 보니 좋네! 생각이 행동을 만들고 결과를 가져온다. 
날씨가 많이 따뜻해져서 좋네요~ 
4월초 반팔입어도 되겠어요.
꽃도 많이피도 좋아요~
뚜벅뚜벅 축제라해서 방문했어요!
때에 따라 체험부스도 많고 푸드트럭도 적절히 있습니다~ 아! 그리고 다회용기 사용하는게 참 좋았어요! 한강에서 먹을 때마다 일회용품 때문에 양심에 찔렸는데 지구야 미안해😭
대교쪽으로 쭉 걸으면 빈백에 독서할 수 있는 곳이 곳곳에 있어요! 일몰보기도 좋고 저녁엔 거의 누워서 무지개 분수 관람하기도 좋답니다🧡(가을 강바람이 차니 따숩게 입고 오셔요)
고속터미널 갔다 잠깐 들렸던
반포 한강공원달빛광장
 반포대교 분수쇼도 볼수있고
버스킹도 구경할수 있고 
피크닉하기도 좋은 곳이에요 
커플 데이트코스^^
일요일에 차없는 거리 뚜벅뚜벅축제하느라
푸드트럭도 많고 플리마켓도 많았어요
무지개분수 약 20분씩하니 걸으면서 봐도 멋있어요
바람은 차네요
너무 좋아요! 친절하시고 물품 상태도 좋고 이쁩니다 한강오면 다시 이용하고 싶어요!!
뷰 좋고 런닝하기 좋고 반포한강지구 좋아요;)
차 없는 잠수교 뚜벅뚜벅 축제 
강 바람이 불어 잠수교를 걷는데 시원하네요
프리마켓 등 행사가진행되고 있어 볼거리도 많네요
야간 달빛 야시장 개장때 와야 푸드트럭야간 분수쇼등 볼거리가 많겠지만 사람이 너무 많을거 같아 낮에 왔는데 낮은 낮때로 좋네요

8월 여름 한강축제로 한강공원 세빛섬 주변에서 물빛무대에서 해가 지는 노을 바라보면서 시원한 바람과 신나는 노래에 맞춰 춤추는 물줄기른 바라보자니 산뜻한 저녁시간의 휴식으로 안성맞춤의 시간을 보내는 주말 저녁~~ 한강 썸머 뮤직 페스티벌에 내년에도 함께 하고 싶습니다~♡♡♡
해질녁 되면 사람들 진짜 많이 모입니다.",분수 곳 바람 이용 이 푸드 트럭 뚜벅뚜벅 축제 마켓 한강 축제 바람 저녁 사람 잠수교 볼거리 야간 시간 뚜벅뚜벅 때 곳 지구 대교 쪽 수 쭉 일회용품 곳곳 독서,O,X,O,O,서울특별시 서초구 신반포로11길 40,A02,A0202,A02020700
135,백만송이장미원,"부천의 백만송이 장미원엔
진짜  백만송이 장미가 있었어요.
생각 밖의 규모에 놀라고, 다양한 장미의 종류에 놀라고, 잘 가꿔진 모습에 놀랐네요.
해가 지날수록 더 아름다워질 정원이었어요.
장미가 한창인 시즌엔 근처에 방이라도 얻어서 한달살기라도 하고프네요.
7월이라 장미가 다 시들었을줄 알았는데 아직까지 활짝 피어있는 장미들이 많았어요
개화시기인 5~6월은 정말 이쁠듯.
산책로도 잘 되어있네요
가을 장미가  이쁘네요
부천백만송이 장미원
봄에 가면 좋은 곳입니다. 빨간 장미만 알다가 웬 노랑 노랑색, 흰색, 분홍색 등등 장미 종류가 이리 많았나요.
아이와 가기 좋답니다.
장미가  넘이뼈요 
엄마 모시고 갔는데 너무 좋아하셨어요!
다들 부모님들 모시고 많이들 오시더라구요◡̈ 
남자 사장님 정말 불친절 합니다.
공원이름 만큼 장미꽃 종류가 많아요  주차장이 작아서 일찍 도착해야 주차할수 있어요 
축제 때 다녀왔는데 좋았어요~
다만 주차공간 협소하고 화장실 깨끗하지 않아요~
다음 축제 때 가실 분들은 참고하셔서 가세요~
다양한 장미로 가득해요",장미 송이 백만 부천 진짜 규모 밖 생각 모습 가면 장미 때 축제 종류 원이름 가세 다음 만큼 주차공간 도착 장미 노랑 모시 정말 종류 부모님 사장 남자 흰색 불친절,X,X,X,X,경기도 부천시 성곡로63번길 99,A02,A0202,A02020700
136,백수해안공원,,,X,X,X,X,전라남도 영광군 백수읍 백암리 223-2,A02,A0202,A02020700
137,범서온천 지지워터피아,"나들이로 올 만 합니다.
가격이 11,000원으로 시설에 비해 많이 비싼편
온탕 수위가 낮아 거의 일자로 누워야 몸이 완전히 담김

금요일 저녁에 갔는데도 사람은 2~3명뿐이라 조용히 목욕하기에는 좋았음
뷰가 좋아요
근처에 있어 가끔 가는데 괜찮습니다 
좋아요
물이 조아요.
아침이라 조용히 목욕 잘했어요. 전반적으로 깔끔해요
가격이 넘비싸요 또올랏네요 
깔끔하고 다리 아픈 어른들 이용하도록 엘리베이터도 있어 좋아요. 
목욕비가 9천원에서 1만1천원으로 올랐는데
좋아진 시설은 전혀없고 기존있던 샤워후 건조기와 공동비누도 없어 졌네요, 물아끼려 탕도 시멘트로 채워 줄이고, 고객을 위한 서비스는 전혀  없고, 시설대비 가격이 너무 사악합니다",가격 어른 이용 엘리베이터 랏 또 다리 전반 아침 목욕 나들이 만 아침 목욕 가격 근처 수위 저녁 몸 물이 시설 목욕 전혀 탕 가격 줄 고객 비누 시멘트 비,X,X,O,X,울산광역시 울주군 범서읍 두동로 704,A02,A0202,A02020300
138,법천소공원,"밤에는 벌레가 많아 조심하세요ㅜㅠ 작은 세면대도 있고 화장실도 있지만 푸세식이라 냄새와 비주얼은 좀,, ㅎㅎ
맛있어요 ",세면대 좀 벌레 냄새 식이 화장실 비주 밤 세면대 벌레 식이 밤 화장실 냄새 비주 좀 비주 화장실 밤 냄새 식이 좀 벌레 세면대,X,X,X,X,강원특별자치도 원주시 부론면 앙암로 1234,A02,A0202,A02020700
139,변산 해수찜,"명절기간이라서 사람들이 많아서 여유롭게 즐기지는 못했지만.. 평소에 가면 너무 친절하고 조용합니다.
간식종류도 많이 늘었구요. 안에서 드실 수 있는 음식도 생겨서 편하게 즐기고 올 수 있어요.
해수찜에 들어갈 때 전에는 간식가지고 입장이 되었는데.. 이젠 음료외에는 외부음식 반입금지이니깐 주의하셔야합니다.
친절하고 수질이 좋아요
색다른 경험으론 좋았어요 주말엔 사람이 너무 많아요.
여행와서 사우나가면 시설 낡은데가 많은데 여기는 지은지얼마안됐는지 아주 깨끗해서 좋았습니다. 해수찜 비싸지만 특이하고 작은방에서 가족끼리 도란도란 얘기하며 할수잇어서 좋아욯 해수탕 물도 매끈하니좋아요워낙 깨끗해서  해수탕만 하는것도 추천합니다
해수탕 너무 좋아요
물도 좋아서 피부가 부드러워졌어요

친절해요

병어찜 예약하고 다녀오시면 좋겠습니다 
해수찜 너무 좋네요~~^^
모처럼 엄마랑 찜질하며 도란도란 예기도 하고
양머리도 하고 재미있게 즐기다 왔어요
시설도 좋고요
탕에 가니 목욕 타월이 비치되어 있더라고요
치약 샴푸 린스 드라이기도 공짜라 좋았어요

자주 이용하려고요 ᄒᄒ",수 가면 마안 여행 사우나 얼 아주 지은지 시설 안 사람 간식 음식 때 전 반입 주의 외부 외 음료 찜 해수탕 해수 물 시설 예기 자주 가족 공짜 머리,X,X,O,O,전북특별자치도 부안군 변산면 대항리,A02,A0202,A02020300
140,보령 베이스리조트(대천웨스토피아콘도),"분위기도 좋고 조용하고 너무 좋았어요.방2개 예약해서 다녀왔는데 어른들도 만족해 하셨습니다.여름엔 물놀이도 하러가고 싶더라구요
특별한 일청으로 보령여행을 햇고
대체적으로 조앗으나
교통편이 불편햇습니다
조용하고 뷰가 넘 좋고
직원분들 친절하네요
괜찮은 서해 방향 조망과 골프장 뷰의 깔끔한 객실.
다만 옆방과 방음은 좋지 않았으며
로비의 편의점이 있어 좋았음.

벌레 두마리 나왔습니다. 리모컨 채널 잘 안눌러집니다. 가격은 좋습니다. 팩트만 적었습니다. 
그냥 쏘쏘 합니다. 그래도 그 근처에서 저렴하게 깔끔하게 좋습니다. 
부대시설 없고, 편의점 오픈예정이예요.직원분들 친절하세요. 2월말은 신입대학생 ot로 시끄럽네요. 2박 첫날 성대 새벽4시까지 고래고래, 이튿날 한양대는 조용조용. 재방문의사있습니다.
골프리조트라서인지  전망이 정말 좋았습니다ㆍ침구 등 깔끔하고 마트도 있고 가성비 좋았습니다ㆍ일행 모두 만족해서 기분좋았습니다ㆍ
깨끗하지만 방음이 안되는 점과 저녁에문을열었을때 윙소리나는점은 빼고 좋았습니다
친절해요",편의점 옆방 로비 다만 신입 로 대학생 리모컨 채널 마리 점 방음 전망 비 문 리조트 저녁 정말 인지 마트 직원 뷰 이튿날 성대 용 고래고래 한양대 새벽 박 조용조,X,X,O,X,충청남도 보령시 옥마벚길 10,A02,A0202,A02020200
141,본초다담,"대표님의 친절하신  해설 과  대추차 진짜  진하고 몸이 건강해지는 느낌이 들어요
족욕하면서  한방대추차 쌍화차 마실수있는 곳이에요 한적하고 가족이나 친구끼리 가기 좋은 곳입니다~
한방족욕 굿!
따뜻하게한방족욕했어요.쌍화차아주맛있어요
나중에주신황기차도맛있어서사왔어요
매장에 들어서자 약초향이 진하게 콧속에 스민다. 마음이 편해지는 향!
스파를 하지 못한 아쉬움을 달래려 근처 족욕카페를 왔다. 따뜻한 물을 받아 약재주머니 두 개를 넣고 발로 주물주물 하며 족욕을 하는데 피로가 풀리는 느낌이다. 
주문했던 쌍화차와 대추차는 원액으로 만드신다는데 그래서 그런지 확실히 맛이 진했다. 몰랐는데 한방차를 따로 시키지 않더라도 족욕체험에 황기차티백 체험도 포함되어 있어 족욕을 끝낸 뒤 자리를 옮겨 차를 또 마셨다. 한방차를 특히 좋아하는 사람이 아니면 차를 굳이 따로 시키지 않아도 될 듯. 사장님도 친절하시고 리솜리조트 투숙객은 10프로 할인을 받을 수 있다.
족욕 마사지 참좋아서요
부모님과 같이 가기 좋아요. 친절합니다.
조용한  분위기에 맛난 차와 함께 힐링 하고 왔어요~ 건강해진 느낌~~~
굿굿베리굿
한방족욕을 즐기면서~
한방차도 즐길 수 있어서 너무 좋았어요~
언니들도 만족해서 
다음에 또 방문해야 겠어요~^^",방 족욕 대추차 느낌 곳 굿 가기 차 맛 수 족욕 화차 쌍 체험 향 차 방차 또 뒤 황 족욕 주물 약재 피로 발 물 주머니 두 개 리솜,X,X,O,X,충청북도 제천시 의림대로46길 98,A02,A0202,A02020300
142,부락산 문화공원,굿,굿 굿 굿,X,X,X,X,경기도 평택시 지산동 1263,A02,A0202,A02020700
143,북한산온천비젠,"굿
친절해요 
우연히 지도 뒤벼보다 찾은 온천.서울근교에 이런 곳이 있나 하고 가 봄.규모가 크진 않지만, 물이 좋네요. 가끔 온천욕이 그리울 때 가야겠어요. 안마탕이 좀 더 컸으면 더 좋았을텐데...노천탕도 있으면 더 온천 같았을테고...ㅎㅎㅎ시설이나 규모는 그냥 동네목욕탕이네요. 아마도 아는사람들만 가는 곳인가봐요.
평일이나 주말이나 방문객이 많아요~
좋아요
온천 조아요
북한산온천비젠~~~ 수질 좋다더나 정말 먹욕하고 나오니 피부가 매끈매끈한 것 느껴지네요
직원들도 친절하고 매장도 청결하고 화장실도 청결하고 주차장도 넓고 좋아요 ㅎㅎ 

오랜만에 방문 했습니다 역시 여기는 오전 일찍 가야지 오후에 가니까 탕에 때가 둥둥 떠다녀서  찝찝해서 빨리 씻고 나왔습니다 ",곳 규모 지도 뒤벼 물이 봄 굿 근교 가끔 온천 더 온천 탕 욕 때 오후 산 매장 방문 오전 사람 더 온천 욕 탕 때 규모 곳 안마 시설,O,X,O,X,경기도 고양시 덕양구 중고개길 88-10,A02,A0202,A02020300
144,불갑저수지 수변공원,산책하기 좋다. 한적한 겨울 소슬바람 분다.,산책 바람 분다 슬 겨울 산책 슬 바람 분다 겨울 겨울 분다 슬 바람 산책,O,X,O,X,전라남도 영광군 불갑면 방마로 151,A02,A0202,A02020700
145,비토해양낚시공원,"입질한번 없네요. 들물과썰물이 너무 심해서 봉돌이 흐르고 밑밥도 금지고 이렇게 입질한번없었던 낚시는 처음이네요..5명이 가서 한사람도 손맛을 못봤어요.
입장료2천원 내고 들어 가도  아깝지  않아요
사천시에서 낚시로 잡은 것 중 젤 큰 돔이에요
낚시는 비토섬해양공원 강추에요
시설 깨끗하고요  곳곳에 쉼터가 있어요
진입  후 매점이 있는데 아이스크림이 2천원으로 비싸고요  현금 결제만 가능해요
낚시  장소로  강추해요
저희는 낚시공원 말고 해상펜션 이용햇어요~
감성돔 한마리, 장대 한마리 나머지는 장어만 주구장창 올라와서 채비를 엄청나게 꼬아버렸네요~
그래도 바다위에서 보는 바다와, 조용함에 너무 좋았습니다 ㅎㅎ
낚시는 역시 비토섬이죠잉^^
매표소 직원 불친절..어디를 찾아봐도 30분만 이용이라고 안 적혀있는데 낚시 미이용객은 30분만 있다 나와야한다네요? 30분만 있다 나오는데 인당 이천원이나 받는게 말이에요? 기분 좋게 왔다가 대응에 너무…이런곳 처음입니다. 낚시만 하시는 분은 몰라도 낚시 안하는 사람은 비추천입니다
연휴 마지막..동생네와..낚시터왔어요..날이흐려서.조금 아쉽긴하지만..사진도잘나오고 아이들이 좋아해요
즐거운 시간 보내고 왔어요 
1인 낚시대 4~5대는 기본 사용
밑밥 투척하며 방생사이즈 고기들도 잡아서 다 챙김
이용객 많은 주말이라 관리인에게 규정상 2대 사용에 항의했으나 대응하지 않음
(말을 했는데 안걷네요.. 끝)

여름철 감시는 어초주변과 물골쪽 포인트 위주로 나오므로,  새벽 오픈시간에 들어와서 5~6대 던져놓으면 마릿수 잡습니다.
의자나 돗자리 챙기시는게 좋음.

봄가을 외에는 특정 자리 외에는 비추천
인근 대치, 미법, 대도 등 남해대교 주변 낚시터 이용하시는게 조황이나 규정위반 관리가 잘 되어있습니다.

입구에 앉아계시는 여자분 뭐가 그렇게 화가나시길래 성질 부리시나요 ?
좋게 물어봤는데도 돌아오는 답변은 짜증 가득이네요 ;;;;
기분 좋을려고 갔다가 망치고 갑니다 ^^


낚시터에도 관리해주는 사람은 전혀 안보이고 , 차라리 이 돈주고 다른데 갈거 같아요 .
좋아요",낚시 이용 외 바다 비 공원 규정 마리 객 사용 여자 화가 입구 성질 뭐 돗자리 의자 이천원 말 한번 사람 요 기분 처음 한번 입질 관리 낚시터 밑밥 짜증,O,X,O,X,경상남도 사천시 서포면 비토리 산47-9,A02,A0202,A02020600
