,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
45,강원특별자치도 정선군 정선읍 군언길 129,,32,,B02,B0201,B02010700,137913,32,20040722090000,http://tong.visitkorea.or.kr/cms/resource/04/1825804_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1825804_image3_1.jpg,Type3,128.6109401719,37.3697517144,6,20231116172744,11,033-563-7979,강이흐르는마을 펜션,26133
46,전북특별자치도 순창군 팔덕면 강천산길 85,,37,,B02,B0201,B02010900,136962,32,20021125090000,,,,127.0688154117,35.4086478499,6,20240130175003,7,063-652-9930,강천각모텔,56020
47,강원특별자치도 춘천시 남산면 강촌로 80-1,,32,,B02,B0201,B02010700,139190,32,20070912090000,http://tong.visitkorea.or.kr/cms/resource/81/2045681_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/2045681_image2_1.JPG,Type3,127.6345597418,37.8118376994,6,20230702181324,13,033-261-0051,강촌 느티나무마을펜션,24465
48,강원특별자치도 춘천시 남산면 강촌로 143,,32,,B02,B0201,B02010700,1802452,32,20130401184652,,,,127.6372818657,37.8067688951,6,20231006164510,13,010-9272-5679,강촌w펜션,24465
49,강원특별자치도 춘천시 남산면 강촌로 250,,32,,B02,B0201,B02010700,2913427,32,20221107185933,http://tong.visitkorea.or.kr/cms/resource/06/2920006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2920006_image3_1.jpg,Type3,127.6393291693,37.7976922103,6,20230702183436,13,,강촌잠빌펜션,24465
50,전라남도 보성군 가내길 31-1,,38,,B02,B0201,B02011600,2814166,32,20220318161927,http://tong.visitkorea.or.kr/cms/resource/11/3008911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3008911_image3_1.jpg,Type1,127.2043734140,34.9492242389,6,20230911200551,10,010-9220-5904,강현재[한국관광 품질인증/Korea Quality],59400
51,인천광역시 강화군 내가면 해안서로 972,,2,,B02,B0201,B02010600,136605,32,20031222090000,http://tong.visitkorea.or.kr/cms/resource/56/1575756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1575756_image3_1.jpg,Type3,126.3745584698,37.7045385779,6,20230830172354,1,032-933-8891,강화유스호스텔,23054
52,인천광역시 강화군 송해면 상도숭뢰길 183,,2,,B02,B0201,B02010900,2521964,32,20171213190249,http://tong.visitkorea.or.kr/cms/resource/51/2521951_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/2521951_image2_1.JPG,Type3,126.4771467709,37.7866919073,6,20230524172521,1,"032-930-7058, 7062",강화평화빌리지,23020
53,강원특별자치도 평창군 봉평면 흥정계곡3길 70,(흥정리),32,,B02,B0201,B02010700,2761333,32,20211022223031,http://tong.visitkorea.or.kr/cms/resource/60/2764860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2764860_image2_1.jpg,Type3,128.3292516392,37.6477364536,6,20230702184214,15,,개여울,25300
54,경기도 양평군 서종면 황순원로 103,,31,,B02,B0201,B02010700,913186,32,20100105224935,http://tong.visitkorea.or.kr/cms/resource/83/1942383_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1942383_image3_1.jpg,Type3,127.3780504440,37.5971718095,6,20230822165923,19,031-774-4226,개울가펜션,12504
55,전라남도 해남군 옥천면 도림길 81,,38,,B02,B0201,B02011600,2574326,32,20181206184231,http://tong.visitkorea.or.kr/cms/resource/38/2573738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2573738_image2_1.jpg,Type3,126.6616456733,34.5159721453,,20221227153738,23,010-9626-5848,개울한옥민박,59022
56,전북특별자치도 전주시 완산구 태진로 26 (태평동),2동,,,B02,B0201,B02011600,3102050,32,20240217112148,,,,127.1375902537,35.8233075300,6,20240329151734,,010-4681-1937,객리당,54997
57,경상남도 창원시 진해구 충장로445번길 5,(이동),36,,B02,B0201,B02011100,2569612,32,20181126200402,http://tong.visitkorea.or.kr/cms/resource/28/2567828_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/2567828_image2_1.JPG,Type3,128.6987178062,35.1495308342,,20200423190333,16,010-3178-7901,갤러리 마중(GALLERY MAJUNG),51663
58,강원특별자치도 인제군 기린면 설피밭길 661,,32,,B02,B0201,B02010700,139867,32,20070808090000,http://tong.visitkorea.or.kr/cms/resource/43/2944043_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2944043_image3_1.JPG,Type3,128.4726878934,38.0375689808,6,20230702184433,10,033-463-1209,갤러리&펜션 풍경소리,24653
59,강원특별자치도 화천군 화천읍 중앙로2길 31-10,,32,,B02,B0201,B02010900,628541,32,20080925233519,http://tong.visitkorea.or.kr/cms/resource/78/1853078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1853078_image3_1.jpg,Type3,127.7045446926,38.1034772614,6,20230702112150,17,033-441-7999,갤러리하우스모텔,24129
60,강원특별자치도 정선군 사북읍 소금강로 3489,,32,,B02,B0201,B02010900,139224,32,20070212090000,http://tong.visitkorea.or.kr/cms/resource/20/207320_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/207320_image3_1.jpg,Type3,128.8420903297,37.2294806274,6,20230702183055,11,033-592-9923,갤럭시 모텔,26150
61,경상북도 포항시 북구 해안로 93,,35,,B02,B0201,B02010100,2004586,32,20150520182929,http://tong.visitkorea.or.kr/cms/resource/53/2004653_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2004653_image2_1.jpg,Type3,129.3778357821,36.0572107071,6,20231211121752,23,054-251-9988,갤럭시관광호텔,37708
62,서울특별시 영등포구 버드나루로 90 (당산동),,1,,B02,B0201,B02010100,3080181,32,20240110160216,,,,126.9091229219,37.5263798928,6,20240123095514,20,,갤럭시호텔,07230
63,강원특별자치도 원주시 이화5길 34-7 (단계동),"201호, 갬성하우스",,,B02,B0201,B02010700,3105325,32,20240217105026,,,,127.9306939089,37.3416199193,6,20240329152006,,010-3113-0830,갬성하우스,26382
64,경상남도 통영시 산양읍 논아랫개길 134-51,,36,,B02,B0201,B02010700,2575042,32,20181207224131,,,,128.4326896463,34.7820505106,,20230412194613,17,,갯내음 펜션,53086
65,경상남도 통영시 용남면 견유1길 175,,36,,B02,B0201,B02010700,590873,32,20080721183843,http://tong.visitkorea.or.kr/cms/resource/57/1899757_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1899757_image3_1.jpg,Type3,128.4742332018,34.8895753425,6,20231023144346,17,010-4850-5230,갯바위펜션,53024
66,충청남도 태안군 남면 진산1길 195-14,,34,,B02,B0201,B02010700,945148,32,20100204203618,,,,126.2729252076,36.7086440078,6,20231226103702,14,041-675-1262,갯벌부흥펜션,32151
67,전라남도 해남군 민박촌길 63 거목민박,,38,,B02,B0201,B02011600,2593235,32,20190325185804,http://tong.visitkorea.or.kr/cms/resource/63/3021963_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3021963_image3_1.jpg,Type1,126.6067506789,34.5084470868,6,20231026134255,23,061-535-1456,거목장민박 [한국관광 품질인증/Korea Quality],59047
68,경상남도 거제시 남부면 거제대로 283,,36,,B02,B0201,B02010600,397642,32,20080124002340,http://tong.visitkorea.or.kr/cms/resource/48/1981448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1981448_image3_1.jpg,Type3,128.6384673539,34.7381729828,6,20231117172700,1,055-632-7977,거제 썬트리팜리조트,53334
69,경상남도 거제시 거제중앙로 1898-5,,36,,B02,B0201,B02010100,142984,32,20031223090000,http://tong.visitkorea.or.kr/cms/resource/39/1981439_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1981439_image3_1.jpg,Type3,128.6239840921,34.8880476491,6,20230704165223,1,055-632-7002,거제관광호텔,53251
70,경상남도 거제시 장목면 거제북로 2738-1,,36,,B02,B0201,B02010700,1855463,32,20131102014252,,,,128.6931334899,34.9974616592,6,20231215174108,1,055-634-4900,거제더비치펜션,53201
71,경상남도 거제시 일운면 북병산로 460,,36,,B02,B0201,B02010700,138703,32,20060216090000,http://tong.visitkorea.or.kr/cms/resource/64/1981364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1981364_image3_1.jpg,Type3,128.6739454941,34.8179980439,6,20240411135416,1,010-6420-6628,거제도 펜션팔색조,53329
72,경상남도 거제시 일운면 거제대로 1988-10,,36,,B02,B0201,B02010700,139689,32,20070517090000,http://tong.visitkorea.or.kr/cms/resource/73/2436173_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2436173_image2_1.jpg,Type3,128.6835031689,34.8115239389,6,20240417104523,1,010-9239-6343,거제도섬마을펜션,53329
73,경상남도 거제시 거제면 두동로 259-80,,36,,B02,B0201,B02010500,2578477,32,20181215021626,,,,128.5906455117,34.8810839383,6,20231227113839,1,055-639-2222,거제뷰골프텔,53284
74,경상남도 거제시 장평3로 80-37,,36,,B02,B0201,B02010100,143125,32,20060207090000,http://tong.visitkorea.or.kr/cms/resource/78/1609978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1609978_image3_1.jpg,Type3,128.6123460004,34.8961937511,6,20231023164617,1,055-631-2114,거제삼성호텔,53261
75,경상남도 거제시 옥포로2길 13,,36,,B02,B0201,B02010100,2578490,32,20181215022524,,,,128.6961694066,34.8907680926,6,20231024140130,1,055-730-9600,거제오션호텔,53231
76,경상남도 거창군 위천면 거차1길 23-18,,36,,B02,B0201,B02010700,3103316,32,20240221103927,,,,127.8363413675,35.7476089724,6,20240324201837,2,055-945-8800,거창서핑파크,50103
77,서울특별시 마포구 동교로47길 3,(연남동) 201호,1,,B02,B0201,B02011100,2572777,32,20181204190832,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,Type3,126.9248537833,37.5632120044,,20200423190738,13,010-5155-9995,게더링 앳 홍대1(게더링앳홍대),03983
78,서울특별시 마포구 동교로47길 3,(연남동) 301호,1,,B02,B0201,B02011100,2572779,32,20181204190832,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,Type3,126.9248537833,37.5632120044,,20200423190840,13,010-5155-9995,게더링 앳 홍대2(게더링앳홍대),03983
79,광주광역시 동구 구성로194번길 19,(대인동),5,,B02,B0201,B02011100,2664520,32,20200722182145,,,,126.9157104541,35.1519909306,6,20231226180337,3,0504-4016-3534,게스트145,61473
80,경상북도 안동시 금곡길 21-8,(금곡동),35,,B02,B0201,B02011100,2569003,32,20181123004441,http://tong.visitkorea.or.kr/cms/resource/72/2566872_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2566872_image2_1.jpg,Type3,128.7215095058,36.5672736337,,20221227125822,11,010-3538-0785,게스트하우스 play at home(플레이앳홈),36690
81,서울특별시 마포구 독막로7길 19,(서교동),1,,B02,B0201,B02011100,2574220,32,20181206020522,http://tong.visitkorea.or.kr/cms/resource/07/2573607_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2573607_image2_1.JPG,Type3,126.9187769621,37.5489302228,,20200423192027,13,010-5417-1977,게스트하우스 류가(Guest House Ryuga),04047
82,경상남도 창원시 마산합포구 동서북14길 24,4층 (동성동),36,,B02,B0201,B02011100,2600730,32,20190503235230,,,,128.5735799046,35.2091496495,,20200325005759,16,070-8822-2081,게스트하우스 리좀,51729
83,대구광역시 중구 명륜로 121-37 (봉산동),,,,B02,B0201,B02011100,3102121,32,20240217130209,,,,128.5968711501,35.8603516593,6,20240329145246,,010-3533-2452,게스트하우스 만나,41958
84,서울특별시 용산구 보광로50길 3 (이태원동),,,,B02,B0201,B02011100,3101943,32,20240217095217,,,,126.9952454732,37.5319696746,6,20240401105449,,"0507-1324-3144, 0503-5052-8158",게스트하우스 몽자,04406
85,전북특별자치도 군산시 월명로 516-1,(신흥동),37,,B02,B0201,B02011100,2569871,32,202401181743,,,,126.7047940872,35.9858398862,,20240118174312,2,,게스트하우스 소설여행,54020
86,전북특별자치도 군산시 구영2길 25,,37,,B02,B0201,B02011100,2594149,32,20190401233822,http://tong.visitkorea.or.kr/cms/resource/12/2652012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2652012_image2_1.jpg,Type3,126.7089658538,35.9890284828,6,20240118105822,2,010-8098-2202,게스트하우스 여정 [한국관광 품질인증/Korea Quality],54021
87,경상남도 통영시 항남1길 18,(항남동),36,,B02,B0201,B02011100,2575102,32,20181207225837,,,,128.4232944464,34.8420186395,6,20231115164459,17,010-4842-0077,게스트하우스 위드,53054
88,서울특별시 강남구 압구정로34길 33,"(신사동,현대맨션) 22-2-2",1,,B02,B0201,B02011100,2607620,32,20190621194135,,,,127.0309007260,37.5261154387,,20200325013420,1,010-8282-3580,게스트하우스강남,06023
