,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
21,,,39,,C01,C0115,C01150001,2372024,25,20160308032042,http://tong.visitkorea.or.kr/cms/resource/08/197808_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/197808_image3_1.jpg,Type3,126.5460485461,33.5180620158,6,20230810103556,,,놀멍쉬멍 제주 바다 구경떠나기,
22,,,6,,C01,C0115,C01150001,1889060,25,20140124022330,http://tong.visitkorea.or.kr/cms/resource/22/1804822_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1804822_image3_1.jpg,Type3,129.0307014297,35.0968289267,,20230809140328,,,다이나믹한 부산의 매력을 만나다,
23,,,33,,C01,C0115,C01150001,2519149,25,20171205225129,http://tong.visitkorea.or.kr/cms/resource/54/712554_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/712554_image3_1.jpg,Type3,127.7946519924,36.8086065901,,20230808112059,1,,담백한 올갱이국과 얼큰한 민물매운탕,
24,,,38,,C01,C0115,C01150001,2365380,25,20160129203212,http://tong.visitkorea.or.kr/cms/resource/48/2014148_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2014148_image3_1.jpg,Type3,126.3721867588,34.7924363283,6,20230809104448,8,,대한민국 항구1번지 목포로 오시오!,
25,,,35,,C01,C0115,C01150001,2049286,25,20151214200242,http://tong.visitkorea.or.kr/cms/resource/58/1613358_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1613358_image3_1.jpg,Type3,129.2190922049,35.8346939478,6,20230811133542,2,,도보로 즐기는 신라의 여름밤,
26,,,36,,C01,C0115,C01150001,2350083,25,20151217192707,http://tong.visitkorea.or.kr/cms/resource/54/2033254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2033254_image3_1.jpg,Type3,128.5748020743,35.2071082341,6,20230615220716,16,,"도시, 섬, 항구가 어우러진 바다의 야경",
27,,,1,,C01,C0115,C01150001,1915680,25,20140423235925,http://tong.visitkorea.or.kr/cms/resource/51/710251_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/710251_image3_1.jpg,Type3,127.0076821392,37.5704793121,,20230808165753,23,,동대문 투어하기,
28,,,36,,C01,C0115,C01150001,1892285,25,20140210185716,,,,128.4243304089,34.8442350767,6,20220516172404,17,,뚜벅뚜벅 두발로 떠나는 통영 속살 여행,
29,,,37,,C01,C0115,C01150001,1874156,25,202401181743,http://tong.visitkorea.or.kr/cms/resource/57/1605757_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1605757_image3_1.jpg,Type3,127.4129951099,35.7640579554,,20240118174312,14,,마이산을 걷다,
30,,,4,,C01,C0115,C01150001,2050398,25,20151216222300,http://tong.visitkorea.or.kr/cms/resource/99/1997599_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/1997599_image2_1.JPG,Type3,128.5659768748,35.8522520064,6,20230810162202,1,,마치 야간 비행에 나선 비행사가 된 기분,
31,,,1,,C01,C0115,C01150001,1951234,25,20140925011131,http://tong.visitkorea.or.kr/cms/resource/59/705259_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/705259_image3_1.jpg,Type3,126.9860954133,37.5635547287,4,20230809141319,24,,명동에서 이태원까지 서울의 낭만을...,
32,,,31,,C01,C0115,C01150001,1874922,25,20131221004441,,,,127.0693157325,37.9465116356,,20230808114830,10,,몸과 마음을 깨우는 소요산 등반코스,
33,,,36,,C01,C0115,C01150001,2515768,25,20171117014752,http://tong.visitkorea.or.kr/cms/resource/34/219534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/219534_image3_1.jpg,Type3,128.9948019426,35.5947806849,,20230808164629,7,,무더위도 쉬어가는 얼음골 나들이,
34,,,32,,C01,C0115,C01150001,1853399,25,20131025010936,http://tong.visitkorea.or.kr/cms/resource/76/622776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/622776_image3_1.jpg,Type3,129.0906513859,37.5940351283,,20230809132122,3,,묵호등대 가는 길에 만나는 벽화,
35,,,35,,C01,C0115,C01150001,1856000,25,20131106005531,http://tong.visitkorea.or.kr/cms/resource/03/1644403_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1644403_image3_1.jpg,Type3,128.0769947007,36.7616032758,,20230810111204,7,,문경새재를 따라 기쁜 소식을 들어볼까?,
36,,,32,,C01,C0115,C01150001,1853416,25,20131025014322,http://tong.visitkorea.or.kr/cms/resource/87/1425587_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1425587_image3_1.jpg,Type3,129.0466485278,37.1802985577,,20230810100835,4,,물길 따라가는 덕풍계곡 트레킹,
37,,,39,,C01,C0115,C01150001,2381552,25,20160429230300,http://tong.visitkorea.or.kr/cms/resource/05/1618205_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1618205_image3_1.jpg,Type3,126.9035617954,33.4042636720,6,20230810143542,,,"바다와 풀밭이 맞닿은 푸른 세상 속으로, 제주 온평~표선 올레",
38,경기도 안산시 상록구 석호로 144,(사동),31,,C01,C0115,C01150001,2363217,25,20160119180302,http://tong.visitkorea.or.kr/cms/resource/99/1806699_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1806699_image3_1.jpg,Type3,126.8476682021,37.2993051520,6,20230810174156,15,,바다와 호수가 만들어준 멋진 드라이브 코스 1,15585
39,,,36,,C01,C0115,C01150001,2515746,25,20171117012123,http://tong.visitkorea.or.kr/cms/resource/33/2486333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2486333_image2_1.jpg,Type3,128.8866210672,35.2442542012,,20230808130419,4,,반짝반짝 작은 별 아름답게 비치네,
40,,,3,,C01,C0115,C01150001,2050421,25,20151216230152,http://tong.visitkorea.or.kr/cms/resource/75/1802575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1802575_image3_1.jpg,Type3,127.4192217910,36.3037493481,6,20230809171105,5,,밤의 열기 가득한 도시의 야경,
41,,,34,,C01,C0115,C01150001,1889535,25,20140127193031,http://tong.visitkorea.or.kr/cms/resource/19/883219_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/883219_image3_1.jpg,Type3,126.9202224087,36.2890144903,7,20230810144620,6,,백제의 마지막 도읍을 걷다,
42,,,35,,C01,C0115,C01150001,1875589,25,20131224012146,,,,128.9887958673,36.3164766900,6,20230809102537,21,,봄가을로 즐기는 절골계곡의 아름다움,
43,,,6,,C01,C0115,C01150001,1922568,25,20140530233129,http://tong.visitkorea.or.kr/cms/resource/86/1572286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1572286_image3_1.jpg,Type3,129.0870866804,35.0504712626,,20230227113833,14,,부산 앞바다를 한눈에 아우르다,
44,,,1,,C01,C0115,C01150001,1977723,25,20141219015939,,,,127.0673163977,37.6398362118,4,20230808130454,9,,북서울 꿈의 숲과 불암산에 올라 야경을 보다,
45,,,1,,C01,C0115,C01150001,1953116,25,20141001005749,http://tong.visitkorea.or.kr/cms/resource/04/1903904_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1903904_image3_1.jpg,Type3,126.9829674185,37.5812776131,4,20230810094532,23,,북촌을 중심으로 한 조선시대 생활 이야기,
46,,,1,,C01,C0115,C01150001,1951271,25,20140925014546,http://tong.visitkorea.or.kr/cms/resource/11/1945811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1945811_image3_1.jpg,Type3,126.9768431250,37.5760281134,4,20230808161858,23,,사라진 성곽길을 따라 걷기,
47,,,31,,C01,C0115,C01150001,2363051,25,20160119015445,http://tong.visitkorea.or.kr/cms/resource/02/1850602_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1850602_image3_1.jpg,Type3,126.7640975177,37.5170395056,6,20230816112610,11,,상상 그 이상의 판타지아! 부천으로 고고씽~,
48,,,34,,C01,C0115,C01150001,1889544,25,20140127194141,http://tong.visitkorea.or.kr/cms/resource/58/187958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/187958_image3_1.jpg,Type3,126.5947171669,36.7518973290,7,20230810161827,7,,서산마애삼존불부터 개심사까지 아라메길을 걷다,
49,,,1,,C01,C0115,C01150001,1977716,25,20141219014102,http://tong.visitkorea.or.kr/cms/resource/20/862820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/862820_image3_1.jpg,Type3,126.9982989386,37.4978236945,4,20230808170447,15,,서울의 거리에 핀 세계의 멋과 맛 서래마을 탐방,
50,,,1,,C01,C0115,C01150001,1951225,25,20140925005900,http://tong.visitkorea.or.kr/cms/resource/01/1945801_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1945801_image3_1.jpg,Type3,126.9752992762,37.5599855058,4,20230816111928,24,,서울의 대문 숭례문과 그 주변의 사람들을 찾아,
51,,,1,,C01,C0115,C01150001,1977718,25,20141219015254,http://tong.visitkorea.or.kr/cms/resource/78/1819178_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1819178_image3_1.jpg,Type3,126.9148464502,37.5600788565,4,20230808165826,13,,서울의 상수동 이색골목 탐방,
52,,,1,,C01,C0115,C01150001,2050509,25,20151217002646,http://tong.visitkorea.or.kr/cms/resource/82/1935782_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1935782_image3_1.jpg,Type3,127.0110958057,37.5673630692,,20230811093720,23,,서울의 아름다운 밤을 바라보다.,
53,,,1,,C01,C0115,C01150001,1952958,25,20140930021938,http://tong.visitkorea.or.kr/cms/resource/01/1568101_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1568101_image3_1.jpg,Type3,126.9595474247,37.5779914638,4,20230811094109,23,,서울의 역사 중심지를 걷다,
54,,,1,,C01,C0115,C01150001,2030911,25,20150924043514,http://tong.visitkorea.or.kr/cms/resource/62/1989062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1989062_image3_1.jpg,Type3,126.9732044783,37.5792026787,6,20230809171142,23,,서촌에서 즐기는 즐거운 맛산책,
55,,,34,,C01,C0115,C01150001,1938173,25,20140730231546,,,,126.5488417988,36.7129010308,7,20230808112617,7,,서해안을 지킨 조선시대 윤곽을 따라 여행,
56,,,31,,C01,C0115,C01150001,1921529,25,20140528015240,http://tong.visitkorea.or.kr/cms/resource/98/920198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/920198_image3_1.jpg,Type3,127.4127674518,37.2813284853,7,20230809140914,26,,설봉산 일대의 산책과 미술관 관람,
57,,,32,,C01,C0115,C01150001,1853446,25,20131025021153,http://tong.visitkorea.or.kr/cms/resource/35/1186135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/1186135_image3_1.jpg,Type3,128.6084077975,38.1630292424,,20230810093738,5,,설악산국립공원의 비경을 만나다,
58,,,32,,C01,C0115,C01150001,2383741,25,20160514005713,http://tong.visitkorea.or.kr/cms/resource/62/1955862_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1955862_image3_1.jpg,Type3,128.4216048361,38.0888786965,6,20230810162412,7,,설악이 숨겨 놓은 비경을 오르다,
59,,,38,,C01,C0115,C01150001,2381375,25,20160429032248,http://tong.visitkorea.or.kr/cms/resource/62/1720562_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1720562_image3_1.jpg,Type3,127.5554488174,34.5915370257,6,20230810150913,13,,섬과 섬을 넘나드는 바다 여행,
60,,,37,,C01,C0115,C01150001,1874091,25,202401181743,http://tong.visitkorea.or.kr/cms/resource/42/219742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/219742_image3_1.jpg,Type3,127.1097293693,35.5891836471,7,20240118174312,10,,섬진강 따라 흐르는 그리움,
61,,,1,,C01,C0115,C01150001,1953117,25,20141001010457,,,,126.9916579427,37.5936180014,6,20230808143049,17,,"성북동 마을과 고택, 예술가들의 이야기",
62,,,1,,C01,C0115,C01150001,1953120,25,20141001011200,http://tong.visitkorea.or.kr/cms/resource/96/1927896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1927896_image3_1.jpg,Type3,126.9937770548,37.5985313567,,20230809112926,17,,성북동 마을과 문화 유적 이야기,
63,,,1,,C01,C0115,C01150001,1953121,25,20141001012732,http://tong.visitkorea.or.kr/cms/resource/04/1554804_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1554804_image3_1.jpg,Type3,127.0022962231,37.5808974491,4,20230808150555,23,,성안 마을 혜화동의 어제와 오늘,
64,,,34,,C01,C0115,C01150001,1889538,25,20140127193730,,,,126.8983961681,36.3048567412,6,20230809142349,6,,성흥산성의 사랑나무를 만나러 가는 길,
65,,,31,,C01,C0115,C01150001,2049451,25,20151214223114,http://tong.visitkorea.or.kr/cms/resource/39/1927539_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/39/1927539_image2_1.JPG,Type3,127.1884127996,37.4766795706,6,20230808153249,5,,세계유산 성곽에서 야경에 취하다.,
66,,,1,,C01,C0115,C01150001,2390486,25,20160629023300,http://tong.visitkorea.or.kr/cms/resource/95/2034195_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2034195_image3_1.jpg,Type3,126.9664408229,37.5927259859,6,20230810164558,23,,세련됨에 깃든 촌스러움이 정겹다. 부암동,
67,,,35,,C01,C0115,C01150001,1950343,25,20140924025023,http://tong.visitkorea.or.kr/cms/resource/25/637725_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/637725_image3_1.jpg,Type3,128.5550331253,36.9330286474,4,20230808133139,14,,소백산 산행과 풍기 인삼장,
68,,,38,,C01,C0115,C01150001,1874189,25,20131220015222,,,,127.3384057864,34.8501904340,6,20230809091851,10,,소설 ‘태백산맥’ 문학 기행,
69,,,36,,C01,C0115,C01150001,2515790,25,20171117193534,http://tong.visitkorea.or.kr/cms/resource/98/2026198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2026198_image3_1.jpg,Type3,127.6917507908,35.1358810819,,20230809112534,18,,소설<토지> 기행,
70,,,31,,C01,C0115,C01150001,1874872,25,20131221000207,http://tong.visitkorea.or.kr/cms/resource/95/1589795_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1589795_image3_1.jpg,Type3,126.9261339986,37.3735173865,,20230811102414,7,,수릿길 따라 걷는 휴식여행,
71,,,2,,C01,C0115,C01150001,1909256,25,20140328231946,http://tong.visitkorea.or.kr/cms/resource/84/1579084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1579084_image3_1.jpg,Type3,126.4856636932,37.7496574902,7,20230809104058,1,,심도 역사 문화길을 따라 걷다,
72,,,39,,C01,C0115,C01150001,2006495,25,20150529195516,http://tong.visitkorea.or.kr/cms/resource/62/1617062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1617062_image3_1.jpg,Type3,126.4987917922,33.2607036029,6,20230808104553,3,,"야구박물관에서 부터 바닷길이 열리는 신비의 섬 까지, 서귀포 강정 여행",
73,,,37,,C01,C0115,C01150001,2380932,25,202401181743,,,,126.9157338372,36.0815659150,6,20240118174312,9,,야생화 숨은 명소를 찾아서  [웰촌],
74,,,36,,C01,C0115,C01150001,1870753,25,20131213012231,http://tong.visitkorea.or.kr/cms/resource/79/1676679_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/1676679_image3_1.jpg,Type3,127.7687216334,35.5659755637,4,20230808131139,20,,"양반의 고장, 함양의 화림동계곡을 걷다",
75,,,38,,C01,C0115,C01150001,2371969,25,20160305015057,http://tong.visitkorea.or.kr/cms/resource/40/1812940_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1812940_image3_1.jpg,Type3,127.7393264527,34.7307968308,6,20230809153802,13,,여수 도심을 가로질러 오동도까지 걸어라,
76,,,1,,C01,C0115,C01150001,1977724,25,20141219020552,http://tong.visitkorea.or.kr/cms/resource/57/1918857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1918857_image3_1.jpg,Type3,126.9203498862,37.5189615106,4,20230810103836,20,,여의도 샛강을 따라 걷는 길,
77,,,34,,C01,C0115,C01150001,2519145,25,20171205223128,http://tong.visitkorea.or.kr/cms/resource/22/2357922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2357922_image3_1.jpg,Type3,126.7998098847,36.7468848074,,20230811133939,11,,역사 속 인물을 만나는 여정,
78,,,36,,C01,C0115,C01150001,1855449,25,20131102012336,http://tong.visitkorea.or.kr/cms/resource/44/219544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/219544_image3_1.jpg,Type3,128.9613440230,35.5853561242,,20230809144617,7,,영남의 알프스를 걷다,
79,,,6,,C01,C0115,C01150001,1942553,25,20140821015212,,,,129.0368537062,35.0955680697,4,20230809163549,14,,영도다리를 건너다,
80,,,6,,C01,C0115,C01150001,1889025,25,20140124013403,http://tong.visitkorea.or.kr/cms/resource/87/1071387_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1071387_image3_1.jpg,Type3,128.9458947113,35.1044292944,6,20230810111816,,,영도의 바다를 만나다,
81,,,33,,C01,C0115,C01150001,2029168,25,20150915235755,http://tong.visitkorea.or.kr/cms/resource/39/764639_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/764639_image3_1.jpg,Type3,127.7000658629,36.2132480272,6,20220713162549,4,,"영동에서 만나는 국악, 체험 여행",
82,,,38,,C01,C0115,C01150001,2394421,25,20160721233232,http://tong.visitkorea.or.kr/cms/resource/76/1607976_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1607976_image3_1.jpg,Type3,126.6200989565,34.7616022092,6,20230808150803,17,,옛 정취가 잠든 오래된 도시를 걷다.,
83,,,33,,C01,C0115,C01150001,1938449,25,20140731233422,,,,127.4150291024,36.6596696087,,20230810170605,10,,오감을 자극하는 감각적인 체험여행,
84,,,4,,C01,C0115,C01150001,2044530,25,20151202005336,http://tong.visitkorea.or.kr/cms/resource/48/1644448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1644448_image3_1.jpg,Type3,128.5204171033,35.7480907321,6,20230810091802,,,옥포로&두류공원,
85,,,31,,C01,C0115,C01150001,2499864,25,20170714014119,,,,127.2970977056,37.1710085914,6,20230811103252,23,,용인의 자연 속에서 천천히 걷기,
86,,,38,,C01,C0115,C01150001,1885596,25,20140115232534,http://tong.visitkorea.or.kr/cms/resource/98/1009498_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1009498_image3_1.jpg,Type3,126.7206176021,34.7727942822,5,20230811093242,17,,월출산국립공원의 절경을 감상하다,
87,,,35,,C01,C0115,C01150001,1855917,25,20131106001626,http://tong.visitkorea.or.kr/cms/resource/18/1732618_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1732618_image3_1.jpg,Type3,128.6550327211,36.0576581544,,20230809092455,9,,"육지 속의 제주도, 한밤마을의 돌담길을 걷다",
88,,,37,,C01,C0115,C01150001,1860438,25,202401181743,http://tong.visitkorea.or.kr/cms/resource/57/1604057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1604057_image3_1.jpg,Type3,127.3876068076,35.4024957076,,20240118174312,4,,"이몽룡, 성춘향이 되어 남원 읍내를 걸어보자",
89,,,6,,C01,C0115,C01150001,1942566,25,20140821022724,,,,129.0391501616,35.1163630064,,20230809170959,5,,이바구길을 걷다,
90,,,31,,C01,C0115,C01150001,1976475,25,20141217022104,http://tong.visitkorea.or.kr/cms/resource/97/1591097_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1591097_image3_1.jpg,Type3,127.3905226266,37.2678240882,4,20230809162832,26,,이천의 등산여행 코스,
91,,,2,,C01,C0115,C01150001,1960287,25,20141028013918,http://tong.visitkorea.or.kr/cms/resource/24/1933024_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1933024_image3_1.jpg,Type3,126.6214228532,37.4737086851,4,20230811092159,10,,인천 중구 반일 도보코스,
92,,,2,,C01,C0115,C01150001,1976469,25,20141217020905,http://tong.visitkorea.or.kr/cms/resource/24/1933024_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1933024_image3_1.jpg,Type3,126.6214228532,37.4737086851,4,20230808160334,10,,인천의 구석구석 숨은 명물을 찾아서...,
93,,,33,,C01,C0115,C01150001,1938460,25,20140801000551,http://tong.visitkorea.or.kr/cms/resource/19/176519_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/176519_image3_1.jpg,Type3,128.4000810764,37.0019622614,,20230809092917,2,,자연과 역동적인 레포츠를 즐기다,
94,,,31,,C01,C0115,C01150001,1921208,25,20140527012723,http://tong.visitkorea.or.kr/cms/resource/09/760009_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/760009_image3_1.jpg,Type3,126.7919145381,37.5130210232,7,20230810152211,11,,자연보다 더 아름다운 공원산책 코스,
95,,,38,,C01,C0115,C01150001,1885652,25,20140116020211,http://tong.visitkorea.or.kr/cms/resource/71/1374171_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1374171_image3_1.jpg,Type3,126.9265436958,34.6685038728,7,20230810163945,20,,장흥의 아름다운 산을 만나다,
